nombreOriginal;Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO EDAD;SEXO;LESIVIDAD*;esCruce;tipoVia;palabrasClave;idVia
CALL. ALCALA;2019S009731;08/02/2019;22:30; CALLE ALCALA;13;CENTRO;Caída;Se desconoce;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;07;0;Calle;ALCALA;18900
CALL. MESON DE PAREDES / CALL. JUANELO;2019S009806;08/02/2019;21:40;CALLE MESON DE PAREDES;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;2;Calle;MESON PAREDES;505000
CALL. MESON DE PAREDES / CALL. JUANELO;2019S009806;08/02/2019;21:40;CALLE JUANELO;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;2;Calle;JUANELO;420500
PASEO. REINA CRISTINA / CALL. ANDRES TORREJON;2019S009733;10/02/2019;16:05;PASEO REINA CRISTINA;-;RETIRO;Colisión fronto-lateral;;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;2;Paseo;REINA CRISTINA;635100
PASEO. REINA CRISTINA / CALL. ANDRES TORREJON;2019S009733;10/02/2019;16:05;CALLE ANDRES TORREJON;-;RETIRO;Colisión fronto-lateral;;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;2;Calle;ANDRES TORREJON;48200
CALL. PRINCIPE DE VERGARA;2019S009715;10/02/2019;13:45; CALLE PRINCIPE DE VERGARA;219;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;0;Calle;PRINCIPE VERGARA;610450
CALL. SERRANO;2019S009957;11/02/2019;16:13; CALLE SERRANO;8;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;0;Calle;SERRANO;710300
CALL. ALCALA;2019S009942;11/02/2019;14:15; CALLE ALCALA;101;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;0;Calle;ALCALA;18900
CALL. MIGUEL ANGEL;2019S010289;11/02/2019;9:15; CALLE MIGUEL ANGEL;29;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;0;Calle;MIGUEL ANGEL;505700
PASEO. PRADO;2019S010293;12/02/2019;22:00; PASEO PRADO;2;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;0;Paseo;PRADO;606900
GTA. QUEVEDO / CALL. SAN BERNARDO;2019S010365;12/02/2019;19:05;GLORIETA QUEVEDO;-;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Glorieta;QUEVEDO;622200
GTA. QUEVEDO / CALL. SAN BERNARDO;2019S010365;12/02/2019;19:05;CALLE SAN BERNARDO;-;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Calle;SAN BERNARDO;661700
CALL. SILVANO / CALL. FRANCISCO MOSQUEDA;2019S010852;13/02/2019;17:30;CALLE SILVANO;-;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;2;Calle;SILVANO;722500
CALL. SILVANO / CALL. FRANCISCO MOSQUEDA;2019S010852;13/02/2019;17:30;CALLE FRANCISCO MOSQUEDA;-;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02;2;Calle;FRANCISCO MOSQUEDA;1181
CALL. SILVANO / CALL. FRANCISCO MOSQUEDA;2019S010852;13/02/2019;17:30;CALLE SILVANO;-;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 21 A 24 AÑOS;Mujer;07;2;Calle;SILVANO;722500
CALL. SILVANO / CALL. FRANCISCO MOSQUEDA;2019S010852;13/02/2019;17:30;CALLE FRANCISCO MOSQUEDA;-;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 21 A 24 AÑOS;Mujer;07;2;Calle;FRANCISCO MOSQUEDA;1181
CALL. CONDE DE PEÑALVER;2019S010360;13/02/2019;14:25; CALLE CONDE DE PEÑALVER;38;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Mujer;02;0;Calle;CONDE PEÑALVER;206100
CALL. SANTA ENGRACIA;2019S010849;14/02/2019;20:00; CALLE SANTA ENGRACIA;6;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;0;Calle;SANTA ENGRACIA;694525
CALL. SANTA ENGRACIA;2019S010849;14/02/2019;20:00; CALLE SANTA ENGRACIA;6;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;DE 25 A 29 AÑOS;Hombre;14;0;Calle;SANTA ENGRACIA;694525
AVDA. MENENDEZ PELAYO;2019S010716;14/02/2019;18:00; AVENIDA MENENDEZ PELAYO;38;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;;0;Avenida;MENENDEZ PELAYO;502300
AUTOV. M-40 CON AVDA. DOCTOR GARCIA TAPIA;2019S010855;14/02/2019;18:00;AUTOVIA;-;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Autovia; ;-1
AUTOV. M-40 CON AVDA. DOCTOR GARCIA TAPIA;2019S010855;14/02/2019;18:00;AVENIDA DOCTOR GARCIA TAPIA;-;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Avenida;DOCTOR GARCIA TAPIA;241950
PASEO. INFANTA ISABEL;2019S010653;14/02/2019;14:20; PASEO INFANTA ISABEL;17;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;0;Paseo;INFANTA ISABEL;373100
GTA. ANGEL CAIDO;2019S010951;15/02/2019;14:10; GLORIETA ANGEL CAIDO;4;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;06;0;Glorieta;ANGEL CAIDO;905004
CALL. JOAQUIN TURINA;2019S011338;16/02/2019;19:55; CALLE JOAQUIN TURINA;31;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;06;0;Calle;JOAQUIN TURINA;333700
PASEO. CHOPERA;2019S011335;16/02/2019;17:10; PASEO CHOPERA;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;02;0;Paseo;CHOPERA;230600
RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES;2019S011089;16/02/2019;14:05;RONDA DE VALENCIA;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;;2;Ronda;VALENCIA;765800
RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES;2019S011089;16/02/2019;14:05;GLORIETA DE EMBAJADORES;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;;2;Glorieta;EMBAJADORES;262100
AVDA. POBLADOS / CALL. ANTONIO ROMERO;2019S011128;17/02/2019;9:00;AVENIDA POBLADOS;-;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;03;2;Avenida;POBLADOS;600400
AVDA. POBLADOS / CALL. ANTONIO ROMERO;2019S011128;17/02/2019;9:00;CALLE ANTONIO ROMERO;-;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;03;2;Calle;ANTONIO ROMERO;61100
CALL. IGLESIAS EXTRAMUROS / AVDA. PESETA;2019S012186;19/02/2019;11:57;CALLE IGLESIAS EXTRAMUROS;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Calle;IGLESIAS EXTRAMUROS;31000343
CALL. IGLESIAS EXTRAMUROS / AVDA. PESETA;2019S012186;19/02/2019;11:57;AVENIDA PESETA;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Avenida;PESETA;31000175
CALL. MANCHA / AVDA. ENTREVIAS;2019S013666;20/02/2019;10:30;CALLE MANCHA;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;2;Calle;MANCHA;458200
CALL. MANCHA / AVDA. ENTREVIAS;2019S013666;20/02/2019;10:30;AVENIDA ENTREVIAS;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;2;Avenida;ENTREVIAS;269400
CALL. ATOCHA;2019S012142;20/02/2019;7:45; CALLE ATOCHA;104;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Mujer;07;0;Calle;ATOCHA;81600
CALL. GENERAL RICARDOS;2019S014246;22/02/2019;20:05; CALLE GENERAL RICARDOS;18;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02;0;Calle;GENERAL RICARDOS;332700
PLAZA. ESPAÑA;2019S013090;23/02/2019;21:15; PLAZA ESPAÑA;16;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;06;0;Plaza;ESPAÑA;273600
CALL. PARROCO EUSEBIO CUENCA;2019S013198;23/02/2019;10:35; CALLE PARROCO EUSEBIO CUENCA;46;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;05;0;Calle;PARROCO EUSEBIO CUENCA;2309
CALL. ESPARTEROS;2019S013570;25/02/2019;16:50; CALLE ESPARTEROS;12;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;01;0;Calle;ESPARTEROS;274000
CALL. MELILOTO / CALL. NOPALERA;2019S014478;27/02/2019;19:45;CALLE MELILOTO;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;07;2;Calle;MELILOTO;990
CALL. MELILOTO / CALL. NOPALERA;2019S014478;27/02/2019;19:45;CALLE NOPALERA;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;07;2;Calle;NOPALERA;116050
PASEO. GENERAL MARTINEZ CAMPOS / CALL. MODESTO LAFUENTE;2019S013812;27/02/2019;18:40;PASEO GENERAL MARTINEZ CAMPOS;-;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07;2;Paseo;GENERAL MARTINEZ CAMPOS;331100
PASEO. GENERAL MARTINEZ CAMPOS / CALL. MODESTO LAFUENTE;2019S013812;27/02/2019;18:40;CALLE MODESTO LAFUENTE;-;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07;2;Calle;MODESTO LAFUENTE;512200
PASEO. FERNAN NUÑEZ / PASEO. VENEZUELA;2019S013751;27/02/2019;10:25;PASEO FERNAN NUÑEZ;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06;2;Paseo;FERNAN NUÑEZ;905003
PASEO. FERNAN NUÑEZ / PASEO. VENEZUELA;2019S013751;27/02/2019;10:25;PASEO VENEZUELA;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06;2;Paseo;VENEZUELA;905011
GTA. SINTRA / CALL. VIA DE DUBLIN;2019S013863;28/02/2019;8:45;GLORIETA SINTRA;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;2;Glorieta;SINTRA;1108
GTA. SINTRA / CALL. VIA DE DUBLIN;2019S013863;28/02/2019;8:45;CALLE VIA DE DUBLIN;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;2;Calle;DUBLIN;1113
PASEO. CASTELLANA;2019S013888;28/02/2019;7:30; PASEO CASTELLANA;29;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;0;Paseo;CASTELLANA;153600
PASEO. PRADO;2019S014004;01/03/2019;20:45; PASEO PRADO;13;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;06;0;Paseo;PRADO;606900
CALL. MODESTO LAFUENTE;2019S013999;01/03/2019;13:00; CALLE MODESTO LAFUENTE;61;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;0;Calle;MODESTO LAFUENTE;512200
CALL. HACIENDA DE PAVONES / CALL. BRUJAS;2019S014016;01/03/2019;12:30;CALLE HACIENDA DE PAVONES;-;VICÁLVARO;Otro;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;2;Calle;HACIENDA PAVONES;353500
CALL. HACIENDA DE PAVONES / CALL. BRUJAS;2019S014016;01/03/2019;12:30;CALLE BRUJAS;-;VICÁLVARO;Otro;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;2;Calle;BRUJAS;2606
RONDA. ATOCHA;2019S014153;01/03/2019;12:10; RONDA ATOCHA;7;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14;0;Ronda;ATOCHA;81650
CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA;2019S014125;02/03/2019;14:50;CALLE RAIMUNDO FERNANDEZ VILLAVERDE;-;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07;2;Calle;RAIMUNDO FERNANDEZ VILLAVERDE;627700
CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA;2019S014125;02/03/2019;14:50;PASEO CASTELLANA;-;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07;2;Paseo;CASTELLANA;153600
PASEO. MOLINO;2019S014113;02/03/2019;13:30; PASEO MOLINO;1;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;03;0;Paseo;MOLINO;512900
PASEO. PRADO;2019S013972;02/03/2019;4:00; PASEO PRADO;48;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;0;Paseo;PRADO;606900
PLAZA. EMPERADOR CARLOS V;2019S014196;03/03/2019;23:25; PLAZA EMPERADOR CARLOS V;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07;0;Plaza;EMPERADOR CARLOS V;264800
CALL. PRINCESA / CALL. HILARION ESLAVA;2019S014242;03/03/2019;20:55;CALLE PRINCESA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07;2;Calle;PRINCESA;610000
CALL. PRINCESA / CALL. HILARION ESLAVA;2019S014242;03/03/2019;20:55;CALLE HILARION ESLAVA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07;2;Calle;HILARION ESLAVA;363100
CALL. ARROYO DE LA MEDIA LEGUA / CALL. CORREGIDOR DIEGO CABEZA DE VACA;2019S014256;04/03/2019;16:05;CALLE ARROYO DE LA MEDIA LEGUA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;07;2;Calle;ARROYO MEDIA LEGUA;75300
CALL. ARROYO DE LA MEDIA LEGUA / CALL. CORREGIDOR DIEGO CABEZA DE VACA;2019S014256;04/03/2019;16:05;CALLE CORREGIDOR DIEGO CABEZA DE VACA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Mujer;07;2;Calle;CORREGIDOR DIEGO CABEZA VACA;213200
CALL. ALFONSO XII / CALL. MONTALBAN;2019S014263;04/03/2019;15:45;CALLE ALFONSO XII;-;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle;ALFONSO XII;27500
CALL. ALFONSO XII / CALL. MONTALBAN;2019S014263;04/03/2019;15:45;CALLE MONTALBAN;-;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle;MONTALBAN;515000
PASEO. CASTELLANA;2019S014303;04/03/2019;12:45; PASEO CASTELLANA;92;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;01;0;Paseo;CASTELLANA;153600
RETIRO;2019S014289;04/03/2019;11:35; RETIRO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;05;0;;RETIRO;-1
CALL. TRESPADERNE / AVDA. SUR DEL AEROPUERTO DE BARAJAS;2019S014327;05/03/2019;16:15;CALLE TRESPADERNE;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Calle;TRESPADERNE;753700
CALL. TRESPADERNE / AVDA. SUR DEL AEROPUERTO DE BARAJAS;2019S014327;05/03/2019;16:15;AVENIDA SUR DEL AEROPUERTO DE BARAJAS;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Avenida;SUR AEROPUERTO BARAJAS;31002061
CALL. ALBAIDA;2019S014416;06/03/2019;17:00; CALLE ALBAIDA;76;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;06;0;Calle;ALBAIDA;15100
PLAZA. CARDENAL CISNEROS / AVDA. COMPLUTENSE;2019S015623;06/03/2019;9:30;PLAZA CARDENAL CISNEROS;-;VILLA DE VALLECAS;Caída;LLuvia intensa;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Plaza;CARDENAL CISNEROS;141500
PLAZA. CARDENAL CISNEROS / AVDA. COMPLUTENSE;2019S015623;06/03/2019;9:30;AVENIDA COMPLUTENSE;-;VILLA DE VALLECAS;Caída;LLuvia intensa;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Avenida;COMPLUTENSE;202200
CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR;2019S015708;08/03/2019;21:04;CALLE PRINCIPE CARLOS;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;02;2;Calle;PRINCIPE CARLOS;31000089
CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR;2019S015708;08/03/2019;21:04;CALLE MARIA TUDOR;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;02;2;Calle;MARIA TUDOR;31000081
CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR;2019S015708;08/03/2019;21:04;CALLE PRINCIPE CARLOS;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Pasajero;DE 10 A 14 AÑOS;Mujer;02;2;Calle;PRINCIPE CARLOS;31000089
CALL. PRINCIPE CARLOS / CALL. MARIA TUDOR;2019S015708;08/03/2019;21:04;CALLE MARIA TUDOR;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Pasajero;DE 10 A 14 AÑOS;Mujer;02;2;Calle;MARIA TUDOR;31000081
AVDA. PARTENON;2019S014722;08/03/2019;19:25; AVENIDA PARTENON;2;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;0;Avenida;PARTENON;1112
PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE;2019S014661;08/03/2019;16:45;PASEO CASTELLANA;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;2;Paseo;CASTELLANA;153600
PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE;2019S014661;08/03/2019;16:45;CALLE RAIMUNDO FERNANDEZ VILLAVERDE;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;2;Calle;RAIMUNDO FERNANDEZ VILLAVERDE;627700
CALL. LOPEZ GRASS / AVDA. ALBUFERA;2019S016583;09/03/2019;19:45;CALLE LOPEZ GRASS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;06;2;Calle;LOPEZ GRASS;441200
CALL. LOPEZ GRASS / AVDA. ALBUFERA;2019S016583;09/03/2019;19:45;AVENIDA ALBUFERA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;06;2;Avenida;ALBUFERA;18600
AVDA. PORTUGAL;2019S015339;10/03/2019;22:00; AVENIDA PORTUGAL;1;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;0;Avenida;PORTUGAL;603600
PASEO. ERMITA DEL SANTO / CALL. VIA CARPETANA;2019S015263;10/03/2019;19:20;PASEO ERMITA DEL SANTO;-;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02;2;Paseo;ERMITA SANTO;270500
PASEO. ERMITA DEL SANTO / CALL. VIA CARPETANA;2019S015263;10/03/2019;19:20;CALLE VIA CARPETANA;-;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02;2;Calle;CARPETANA;777860
AVDA. INGENIERO EMILIO HERRERA;2019S016088;10/03/2019;17:26; AVENIDA INGENIERO EMILIO HERRERA;15;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Mujer;07;0;Avenida;INGENIERO EMILIO HERRERA;31000067
CALL. SANTA ADELA;2019S015228;10/03/2019;14:58; CALLE SANTA ADELA;14;HORTALEZA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;03;0;Calle;SANTA ADELA;691150
CALL. SANTA ADELA;2019S015228;10/03/2019;14:58; CALLE SANTA ADELA;14;HORTALEZA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;14;0;Calle;SANTA ADELA;691150
PLAZA. ESPAÑA / CALL. BAILEN;2019S015475;11/03/2019;21:30;PLAZA ESPAÑA;-;CENTRO;Alcance;;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;;2;Plaza;ESPAÑA;273600
PLAZA. ESPAÑA / CALL. BAILEN;2019S015475;11/03/2019;21:30;CALLE BAILEN;-;CENTRO;Alcance;;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;;2;Calle;BAILEN;88200
CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-30;2019S015481;11/03/2019;21:00;CALLE ALCALDE SAINZ DE BARANDA;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;02;2;Calle;ALCALDE SAINZ BARANDA;19300
CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-30;2019S015481;11/03/2019;21:00;AUTOVIA;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;02;2;Autovia; ;-1
CALL. ALCOCER / AVDA. ANDALUCIA;2019S015537;11/03/2019;20:15;CALLE ALCOCER;-;VILLAVERDE;Otro;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;2;Calle;ALCOCER;20800
CALL. ALCOCER / AVDA. ANDALUCIA;2019S015537;11/03/2019;20:15;AVENIDA ANDALUCIA;-;VILLAVERDE;Otro;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;2;Avenida;ANDALUCIA;45700
CALL. REGUERA DE TOMATEROS;2019S017801;12/03/2019;10:00; CALLE REGUERA DE TOMATEROS;39;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 70 A 74 AÑOS;Hombre;06;0;Calle;REGUERA TOMATEROS;634750
CALLE JORGE MANRIQUE - CALLE SERRANO;2019S015559;12/03/2019;9:10;CALLE JORGE MANRIQUE;-;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01;2;Calle;JORGE MANRIQUE;397500
CALLE JORGE MANRIQUE - CALLE SERRANO;2019S015559;12/03/2019;9:10;CALLE SERRANO;-;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01;2;Calle;SERRANO;710300
CALL. DOLORES BARRANCO / CALL. NICOLAS SANCHEZ;2019S016418;13/03/2019;19:00;CALLE DOLORES BARRANCO;-;USERA;Otro;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;2;Calle;DOLORES BARRANCO;246000
CALL. DOLORES BARRANCO / CALL. NICOLAS SANCHEZ;2019S016418;13/03/2019;19:00;CALLE NICOLAS SANCHEZ;-;USERA;Otro;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;2;Calle;NICOLAS SANCHEZ;533600
AVDA. VICTORIA;2019S016649;14/03/2019;11:55; AVENIDA VICTORIA;11;MONCLOA-ARAVACA;Colisión fronto-lateral;;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;;0;Avenida;VICTORIA;782800
CALL. BRAVO MURILLO;2019S016157;15/03/2019;22:00; CALLE BRAVO MURILLO;305;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02;0;Calle;BRAVO MURILLO;114600
AVDA. CIUDAD DE BARCELONA / CALL. SECO;2019S016203;15/03/2019;19:45;AVENIDA CIUDAD DE BARCELONA;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;2;Avenida;CIUDAD BARCELONA;171800
AVDA. CIUDAD DE BARCELONA / CALL. SECO;2019S016203;15/03/2019;19:45;CALLE SECO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;2;Calle;SECO;706000
CALL. O'DONNELL;2019S016220;16/03/2019;18:35; CALLE O'DONNELL;52;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14;0;Calle;O'DONNELL;544600
CALL. ALMAGRO;2019S016338;16/03/2019;17:30; CALLE ALMAGRO;25;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;0;Calle;ALMAGRO;31400
AVDA. NICETO ALCALA ZAMORA / CALL. JULIO CASARES;2019S016463;16/03/2019;12:30;AVENIDA NICETO ALCALA ZAMORA;-;HORTALEZA;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06;2;Avenida;NICETO ALCALA ZAMORA;31000068
